the_geom,cartodb_id,current_timezone_offset,postal_code,zip_code,store_id,first_seen,olson_timezone,timezone,coordinates,country,country_subdivision,city,street_3,street_2,street_1,street_combined,ownership_type,phone_number,store_number,brand,name,longitude,latitude
0101000020E61000007788FB9F2E8052C0DE6FF6FFD85D4440,79,-300,100143557,10014,18506,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7331848144531, -74.0028457641602)",US,NY,New York,,,72 Grove Street,72 Grove Street,CO,646-486-2216,7547-14071,Starbucks,7th Ave at Grove Street,-74.00284576,40.73318481
0101000020E6100000126D0180278052C013ACFDDF895D4440,80,-300,10014,10014,1007715,7/30/14 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.730770111084, -74.0024108886719)",US,NY,New York,,,239 Bleecker St,239 Bleecker St,CO,212-206-1092,21252-210045,Starbucks,239 Bleecker St,-74.00241089,40.73077011
0101000020E61000002824FCFFF67E52C0BB6503C0E35F4440,81,-300,100163307,10016,8588,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.749137878418, -73.9838256835938)",US,NY,New York,,,373 5th Avenue,373 5th Avenue,CO,212-213-5363,10784-103069,Starbucks,35th & 5th,-73.98382568,40.74913788
0101000020E6100000DC0D05E0DD7E52C03B91FD7FDE5F4440,82,-300,100163903,10016,12352,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7489776611328, -73.982292175293)",US,NY,New York,,,200 Madison Avenue,200 Madison Avenue,CO,212-684-6873,7536-8567,Starbucks,36th & Madison,-73.98229218,40.74897766
0101000020E6100000C1FD0440AA7E52C05BBB06E013604440,83,-300,100161301,10016,14439,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7506065368652, -73.9791412353516)",US,NY,New York,,,90 Park Ave,90 Park Ave,CO,212-661-5489,8812-95025,Starbucks,39th & Park,-73.97914124,40.75060654
0101000020E61000005D9FFF3FCA7E52C0EFA10AA0945F4440,84,-300,100165902,10016,14526,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7467231750488, -73.9810943603516)",US,NY,New York,,,3 Park Avenue,3 Park Avenue,CO,212-725-9469,8130-93577,Starbucks,34th & Park,-73.98109436,40.74672318
0101000020E6100000A4870400857E52C0343C07E0305F4440,85,-300,100164803,10016,15875,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7436790466309, -73.9768676757813)",US,NY,New York,,,585 2nd Avenue,585 2nd Avenue,CO,212-684-1299,831-2028,Starbucks,32nd & 2nd,-73.97686768,40.74367905
0101000020E6100000A36000C0F57E52C0C5ADFEDF435F4440,86,-300,100168022,10016,16206,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7442588806152, -73.9837493896484)",US,NY,New York,,,424 Park Avenue South,424 Park Avenue South,CO,212-725-0637,7427-1917,Starbucks,29th & Park,-73.98374939,40.74425888
0101000020E6100000C879FF1F277F52C0C5F009C05C5F4440,87,-300,100167701,10016,16215,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7450180053711, -73.9867630004883)",US,NY,New York,,,261 Fifth Avenue,261 Fifth Avenue,CO,212-779-1557,7420-1902,Starbucks,29th & 5th,-73.986763,40.74501801
0101000020E6100000A4870400C57E52C0F5CFFCFFF25E4440,88,-300,10016,10016,114014,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7417907714844, -73.9807739257813)",US,NY,New York,,,393 Third Ave,393 Third Ave,CO,212-481-4690,18860-193548,Starbucks,28th & 3rd,-73.98077393,40.74179077
0101000020E610000039EC0080CA7E52C0792DF89F42604440,89,-300,10016,10016,1013717,12/16/15 5:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7520332336426, -73.9811096191406)",US,NY,New York,,,5 East 40th st,5 East 40th st,CO,2126897419,26158-243772,Starbucks,40th btwn Madison & 5th,-73.98110962,40.75203323
0101000020E6100000649D0160427E52C0D427FBDFF85F4440,90,-300,100175806,10017,6869,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7497825622559, -73.9728012084961)",US,NY,New York,,,220 East 42nd St,220 East 42nd St,CO,212-867-1264,13455-107574,Starbucks,42nd & 2nd,-73.97280121,40.74978256
0101000020E6100000B15C0400667E52C071F0F91F68604440,91,-300,100173904,10017,8976,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7531776428223, -73.9749755859375)",US,NY,New York,,,450 Lexington Avenue,450 Lexington Avenue,CO,2126825139,9242-9095,Starbucks,44th & Lex,-73.97497559,40.75317764
0101000020E610000089B600C0B37E52C06EA6002040604440,92,-300,100176304,10017,9351,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7519569396973, -73.9797210693359)",US,NY,New York,,,295 Madison Avenue,295 Madison Avenue,CO,212-922-9078,7801-52999,Starbucks,41st & Madison,-73.97972107,40.75195694
0101000020E6100000E61604A09B7E52C02D3E05C078604440,93,-300,100174611,10017,11140,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7536849975586, -73.9782485961914)",US,NY,New York,,,335 Madison Avenue,335 Madison Avenue,CO,(212) 370-3510,9244-9097,Starbucks,43rd & Madison,-73.9782486,40.753685
0101000020E61000008E27FEFF6A7E52C07AFD07601C604440,94,-300,100175612,10017,11854,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7508659362793, -73.9752807617188)",US,NY,New York,,,150 E. 42nd Street,150 E. 42nd Street,CO,212-949-4122,7506-6650,Starbucks,42nd btwn 3rd & Lex,-73.97528076,40.75086594
0101000020E6100000EA480580307E52C02CD8042087604440,95,-300,100172013,10017,12091,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7541236877441, -73.9717102050781)",US,NY,New York,,,757 Third Avenue,757 Third Avenue,CO,(212) 715-9884,7370-1274,Starbucks,48th & 3rd,-73.97171021,40.75412369
0101000020E6100000012704404F7E52C0F75C01E033604440,96,-300,100174024,10017,12402,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7515830993652, -73.9735870361328)",US,NY,New York,,,685 Third Avenue,685 Third Avenue,CO,646 865 1250,7575-13125,Starbucks,43rd & 3rd,-73.97358704,40.7515831
0101000020E6100000DAA704406C7F52C0A7D1FDFF2C604440,97,-300,10017,10017,13516,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7513732910156, -73.9909820556641)",US,NY,New York,,,450 7th Avenue,450 7th Avenue,CO,212-279-1122,7446-2301,Starbucks,34th & 7th,-73.99098206,40.75137329
0101000020E61000005707FEBF837E52C075A4024078604440,98,-300,10017,10017,15298,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7536697387695, -73.9767913818359)",US,NY,New York,Grand Central Station,Track 35,7800 Grand Central Station,"7800 Grand Central Station, Track 35, Grand Central Station",CO,212-370-4161,7800-67600,Starbucks,Grand Central,-73.97679138,40.75366974
0101000020E61000007A54FCDF917E52C059EBF61F3A604440,99,-300,100175529,10017,15315,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7517738342285, -73.977653503418)",US,NY,New York,,,125 Park Ave,125 Park Ave,CO,212-557-2718,7898-84140,Starbucks,42nd & Park,-73.9776535,40.75177383
0101000020E6100000CF7701405F7E52C098F1006006604440,100,-300,100175605,10017,16079,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7501945495605, -73.9745635986328)",US,NY,New York,,,639 3rd Avenue,639 3rd Avenue,CO,(212) 973-1376,7342-1192,Starbucks,41st & 3rd,-73.9745636,40.75019455
0101000020E61000000EFC0340B07E52C03106F77F65604440,101,-300,100175001,10017,16090,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7530975341797, -73.9795074462891)",US,NY,New York,,,330 Madison Ave,330 Madison Ave,CO,212-682-1880,7222-594,Starbucks,42nd & Madison,-73.97950745,40.75309753
0101000020E6100000B4280540497E52C0888FFC7FA4604440,102,-300,100172017,10017,16452,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7550201416016, -73.9732208251953)",US,NY,New York,,,511 Lexington Avenue,511 Lexington Avenue,CO,212 4861964,7608-22381,Starbucks,48th & Lex,-73.97322083,40.75502014
0101000020E6100000F901FEDF877E52C083DF02E00A604440,103,-300,100176502,10017,16936,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7503318786621, -73.9770431518555)",US,NY,New York,,,360 Lexington Avenue,360 Lexington Avenue,CO,212-953-1662,7611-32699,Starbucks,40th & Lex,-73.97704315,40.75033188
0101000020E61000007D20FD1F757E52C03E9CFA1FE4604440,104,-300,100171110,10017,17016,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7569618225098, -73.9758987426758)",US,NY,New York,,,425 Madison Avenue,425 Madison Avenue,CO,212/644/9462,11736-106179,Starbucks,49th & Madison,-73.97589874,40.75696182
0101000020E61000002BF0FC3F9A7E52C06D400080CE604440,105,-300,100172422,10017,18588,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7563018798828, -73.9781646728516)",US,NY,New York,,,575 Fifth Avenue,575 Fifth Avenue,CO,212-490-3189,7426-141352,Starbucks,47th & 5th,-73.97816467,40.75630188
0101000020E61000001D760040657E52C00FB9F85FD7604440,106,-300,10017,10017,1007200,5/23/14 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7565727233887, -73.9749298095703)",US,NY,New York,,,280 Park Avenue,280 Park Avenue,CO,212 682-2586,19030-193844,Starbucks,49th & Park,-73.97492981,40.75657272
0101000020E610000072D80100557E52C0CA5DF87F5D604440,107,-300,10017,10017,1011956,6/25/15 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7528533935547, -73.9739379882813)",US,NY,New York,,,2 Grand Central Tower,2 Grand Central Tower,CO,6466781753,25039-239665,Starbucks,45th btwn Lex & 3rd,-73.97393799,40.75285339
0101000020E6100000196B03A05F7F52C0179F02603C604440,108,-300,10018,10018,11433,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7518424987793, -73.9902114868164)",US,NY,New York,,,462 7th Avenue,462 7th Avenue,CO,(212) 279-6432,7403-1712,Starbucks,35th & 7th,-73.99021149,40.7518425
0101000020E6100000E52EFCBF2E7F52C0D1DD01E050604440,109,-300,100186107,10018,12100,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7524681091309, -73.9872283935547)",US,NY,New York,,,1372 Broadway,1372 Broadway,CO,(212) 921-0827,7238-645,Starbucks,Broadway Btwn 37th & 38th,-73.98722839,40.75246811
0101000020E6100000D2430280427F52C0E1BDFE7F77604440,110,-300,10018,10018,15836,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7536468505859, -73.9884338378906)",US,NY,New York,,,525 7th Avenue,525 7th Avenue,CO,212-869-5273,7511-12733,Starbucks,39th & 7th,-73.98843384,40.75364685
0101000020E61000008E27FEFF6A7F52C0D09E0580AE604440,111,-300,100183000,10018,18444,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7553253173828, -73.9909057617188)",US,NY,New York,,,600 Eighth Ave.,600 Eighth Ave.,CO,212 9977341,7468-8466,Starbucks,39th & 8th,-73.99090576,40.75532532
0101000020E61000006A74FF3F2B7F52C03188FEBF20604440,112,-300,100185436,10018,69880,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7509994506836, -73.9870147705078)",US,NY,New York,,,977 Avenue of the Americas,977 Avenue of the Americas,CO,212-695-2915,16576-168024,Starbucks,36th & 6th,-73.98701477,40.75099945
0101000020E610000090B402E06B7F52C054BD04C0DB604440,113,-300,100181415,10018,1005154,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.756706237793, -73.9909591674805)",US,NY,New York,Port Authority Bus Terminal,,625 Eighth Avenue,"625 Eighth Avenue, Port Authority Bus Terminal",CO,212-273-9613,16676-158184,Starbucks,Port Authority South Wing,-73.99095917,40.75670624
0101000020E610000009A3FE1F0C7F52C0C6ECFA3F66604440,114,-300,10018,10018,1014050,1/21/16 5:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7531204223633, -73.9851150512695)",US,NY,New York,,,1040 Sixth Avenue,1040 Sixth Avenue,CO,3479783853,26528-244444,Starbucks,6th between 39th and 40th,-73.98511505,40.75312042
0101000020E6100000126D0180A77E52C0DD09F65FE7614440,115,-300,100193300,10019,8920,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7648735046387, -73.9789733886719)",US,NY,New York,Metropolitan Tower,,142 W. 57th Street,"142 W. 57th Street, Metropolitan Tower",CO,6467101906,7698-59480,Starbucks,57th & Seventh,-73.97897339,40.7648735
0101000020E61000008152FEFFC97E52C00FB9F85FD7614440,116,-300,100194369,10019,9675,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7643852233887, -73.9810791015625)",US,NY,New York,,,870 7th Avenue,870 7th Avenue,CO,2125862142,8615-93968,Starbucks,55th & Seventh,-73.9810791,40.76438522
0101000020E61000001AE9FB5F247F52C03EDBF67F86614440,117,-300,100197416,10019,11196,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7619171142578, -73.9865951538086)",US,NY,New York,,W-9,825 Eighth Avenue,"825 Eighth Avenue, W-9",CO,212 307 1421,7670-36979,Starbucks,49th & 8th,-73.98659515,40.76191711
0101000020E6100000ADA8FBDFD57E52C0628EF53F86614440,118,-300,100196004,10019,11393,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7619094848633, -73.981803894043)",US,NY,New York,,,156 W 52nd St,156 W 52nd St,CO,212-581-6410,7673-15896,Starbucks,52nd & 7th,-73.98180389,40.76190948
0101000020E6100000A0D3FBDFF47E52C0E794FC5F60614440,119,-300,100196834,10019,11631,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7607536315918, -73.9836959838867)",US,NY,New York,,,750 Seventh Avenue,750 Seventh Avenue,CO,(212) 974-0032,7282-987,Starbucks,49th & Seventh,-73.98369598,40.76075363
0101000020E61000006FCD04600F7F52C0977308A0C1614440,120,-300,100195761,10019,11952,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7637214660645, -73.9853134155273)",US,NY,New York,,,871 8th Avenue,871 8th Avenue,CO,212-246-7699,7501-9812,Starbucks,52nd & 8th,-73.98531342,40.76372147
0101000020E61000002A8AFC9FE87E52C0FD72FB1F3F624440,121,-300,100191100,10019,13904,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7675514221191, -73.9829483032227)",US,NY,New York,,,4 Columbus Circle,4 Columbus Circle,CO,2122650658,8614-93967,Starbucks,58th & Eight,-73.9829483,40.76755142
0101000020E6100000277FFFFFA27E52C069B70A2084614440,122,-300,10019,10019,14154,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7618446350098, -73.9786987304688)",US,NY,New York,,,1330 6th Ave.,1330 6th Ave.,CO,212-969-9066,2784-91104,Starbucks,53rd & Sixth (NE Corner),-73.97869873,40.76184464
0101000020E610000009A3FE1F8C7E52C0DFD90520C1614440,123,-300,10019,10019,14568,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7637062072754, -73.9773025512695)",US,NY,New York,,,1380 Sixth Avenue,1380 Sixth Avenue,CO,212-977-1382,10279-100661,Starbucks,56th & Sixth,-73.97730255,40.76370621
0101000020E6100000C6ECFA3FA67E52C074BCFA5FCB614440,124,-300,100193866,10019,16480,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7640190124512, -73.9788970947266)",US,NY,New York,,,120 W. 56th Street,120 W. 56th Street,CO,212-262-9273,7696-46039,Starbucks,56th Btwn Sixth & Seventh,-73.97889709,40.76401901
0101000020E61000002F22FE1FEF7E52C07749FF3F8C614440,125,-300,100196234,10019,16633,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.762092590332, -73.9833450317383)",US,NY,New York,,,1656 Broadway,1656 Broadway,CO,212-397-7124,852-2047,Starbucks,æ51st & Broadway,-73.98334503,40.76209259
0101000020E610000004F30480327F52C05E1DF8FF8E614440,126,-300,100197316,10019,16666,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7621765136719, -73.9874572753906)",US,NY,New York,,,325 W 49th St,325 W 49th St,CO,(212) 765-2205,7393-1367,Starbucks,49th btwn 8th & 9th,-73.98745728,40.76217651
0101000020E6100000680EFF9FF97E52C0BFEEF81F2E624440,127,-300,100193701,10019,16687,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.767032623291, -73.9839859008789)",US,NY,New York,,,322 West 57th Street,322 West 57th Street,CO,2123990714,7245-595,Starbucks,57th Btwn Eighth & Ninth,-73.9839859,40.76703262
0101000020E61000008DE801A0887E52C0624FF9DFE3614440,128,-300,10019,10019,18618,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7647666931152, -73.9770889282227)",US,NY,New York,,,1411 Sixth Avenue,1411 Sixth Avenue,CO,212-664-1305,11765-106302,Starbucks,58th & Sixth,-73.97708893,40.76476669
0101000020E61000005EC60380D97E52C01983FBBFF2614440,129,-300,100194315,10019,18679,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7652206420898, -73.9820251464844)",US,NY,New York,,,1740 Broadway,1740 Broadway,LS,,75491-113947,Starbucks,Limited Brands-NYC,-73.98202515,40.76522064
0101000020E6100000AA5E02E0AD7E52C094A707605E614440,130,-300,10019,10019,88886,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7606925964355, -73.979362487793)",US,NY,New York,,,1290 Sixth Avenue,1290 Sixth Avenue,CO,212-977-4861,9239-162565,Starbucks,52nd Btwn Fifth & Sixth,-73.97936249,40.7606926
0101000020E61000006D7FFCDFB07E52C00B87F77F82614440,131,-300,10019,10019,90480,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7617950439453, -73.9795455932617)",US,NY,New York,,,1301 Avenue of the Americas,1301 Avenue of the Americas,CO,212 9740902,17738-182205,Starbucks,53rd & Sixth (SW Corner),-73.97954559,40.76179504
0101000020E610000000000000407F52C00CEDF71F74624440,132,-300,10019,10019,1009088,3/11/15 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7691688537598, -73.98828125)",US,NY,New York,,,475 West 57th st,475 West 57th st,CO,2122475489,23557-230825,Starbucks,57th & Tenth,-73.98828125,40.76916885
0101000020E61000008584FFDFDE7E52C0F1DCF77FC0614440,133,-300,10019,10019,1010184,7/30/14 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7636871337891, -73.9823532104492)",US,NY,New York,,,1700 Broadway,1700 Broadway,CO,2122450761,8992-233044,Starbucks,54th and Broadway,-73.98235321,40.76368713
0101000020E61000001844FF5FD07E52C0477EF59F52624440,134,-300,10019,10019,1014682,4/26/16 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7681465148926, -73.9814682006836)",US,NY,New York,,#34,1000 S Eighth Avenue,"1000 S Eighth Avenue, #34",CO,6466529813,26188-243831,Starbucks,Columbus Circle Subway,-73.9814682,40.76814651
0101000020E61000005C39FF9F187D52C0E0000A6090624440,135,-300,100213002,10021,8795,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7700309753418, -73.9546279907227)",US,NY,New York,,,1445 First Avenue,1445 First Avenue,CO,212-472-7784,817-2015,Starbucks,75th & First,-73.95462799,40.77003098
0101000020E6100000F3EB03A03C7D52C096CAFC1FB7624440,136,-300,100212904,10021,15674,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7712135314941, -73.9568252563477)",US,NY,New York,,,1449 Second Avenue,1449 Second Avenue,CO,212-472-0653,7682-50401,Starbucks,76th & Second,-73.95682526,40.77121353
0101000020E610000043F5FF3F487D52C0B73302E00E624440,137,-300,100215583,10021,65754,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7660789489746, -73.9575347900391)",US,NY,New York,,,1281 First Avenue,1281 First Avenue,CO,212-472-1312,15685-158204,Starbucks,69th & First,-73.95753479,40.76607895
0101000020E6100000704BFD1F147E52C0C713FF7F35614440,138,-300,100224502,10022,7083,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7594451904297, -73.9699783325195)",US,NY,New York,,,655 Lexington Avenue,655 Lexington Avenue,CO,212-308-5717,10841-103109,Starbucks,55th & Lex,-73.96997833,40.75944519
0101000020E6100000DEB201E0F17D52C0943DF83F76614440,139,-300,100221331,10022,7138,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7614212036133, -73.967887878418)",US,NY,New York,,,731 Lexington Avenue,731 Lexington Avenue,CO,212-644-0692,10693-102303,Starbucks,58th btwn 3rd & Lex,-73.96788788,40.7614212
0101000020E6100000B60CFE9F3F7E52C09F2EFFDFE0604440,140,-300,100226828,10022,9231,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7568626403809, -73.9726333618164)",US,NY,New York,,,560 Lexington Avenue,560 Lexington Avenue,CO,212-751-2937,7802-73320,Starbucks,50th & Lex,-73.97263336,40.75686264
0101000020E61000008C820100577E52C06642FE5F96614440,141,-300,100222519,10022,11467,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7624015808105, -73.9740600585938)",US,NY,New York,,,725 5th Avenue,725 5th Avenue,CO,212-421-7154,7860-83021,Starbucks,Trump Tower @ 57th & Fifth,-73.97406006,40.76240158
0101000020E610000071B1FDBF057E52C049CCFD1F71614440,142,-300,100222050,10022,11862,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7612648010254, -73.9691009521484)",US,NY,New York,,,135 East 57th Street,135 East 57th Street,CO,212-935-1866,7525-12712,Starbucks,57th & Lex,-73.96910095,40.7612648
0101000020E61000006EE5FC7F227E52C0C2240980F9604440,143,-300,100226030,10022,13388,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7576141357422, -73.9708557128906)",US,NY,New York,,,599 Lexington,599 Lexington,CO,212-754-1864,7761-59819,Starbucks,52nd & Lex,-73.97085571,40.75761414
0101000020E61000005C39FF9F587E52C08B04094012614440,144,-300,100225901,10022,13907,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7583694458008, -73.9741592407227)",US,NY,New York,,,45 E. 51st Street,45 E. 51st Street,CO,212-688-8834,8965-95114,Starbucks,51st btwn Park & Madison,-73.97415924,40.75836945
0101000020E6100000290C04E0237E52C0024E08801E614440,145,-300,100224614,10022,15679,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7587432861328, -73.9709396362305)",US,NY,New York,,,630 Lexington Ave,630 Lexington Ave,CO,212-521-8075,7655-22330,Starbucks,54th & Lex,-73.97093964,40.75874329
0101000020E61000000A09FFBFFD7D52C01D760040A5604440,146,-300,100227744,10022,17627,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7550430297852, -73.9686126708984)",US,NY,New York,,,943 Second Avenue,943 Second Avenue,CO,212-715-0752,7557-15836,Starbucks,50th & 2nd,-73.96861267,40.75504303
0101000020E61000005C78FBFF3A7E52C0EF37FB7FAC614440,147,-300,10022,10022,90579,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7630767822266, -73.9723510742188)",US,NY,New York,,,600 Madison Avenue,600 Madison Avenue,CO,212 7591569,17478-177844,Starbucks,58th Btwn Madison & Fifth,-73.97235107,40.76307678
0101000020E610000016B7FA7F4F7E52C03538F85F3A614440,148,-300,10022,10022,1005802,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.759593963623, -73.9736022949219)",US,NY,New York,,,515 Madison Avenue,515 Madison Avenue,CO,212-371-3758,19024-191684,Starbucks,53rd & Madison,-73.97360229,40.75959396
0101000020E6100000E8FAFCFF517E52C07CF9F8DF25614440,149,-300,10022,10022,1010008,7/17/14 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7589683532715, -73.9737548828125)",US,NY,New York,,,55 East 52nd Street,55 East 52nd Street,CO,2127507140,9241-229444,Starbucks,53rd Inside Park Ave Plaza,-73.97375488,40.75896835
0101000020E6100000030BFD9F057E52C0016600A0F1604440,150,-300,10022,10022,1010020,5/20/15 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7573738098145, -73.9690933227539)",US,NY,New York,,,875 Third Avenue,875 Third Avenue,CO,6464774945,24485-237984,Starbucks,53rd & 3rd,-73.96909332,40.75737381
0101000020E6100000FC8E02C0087F52C0192C07407D624440,151,-300,100236924,10023,8735,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7694473266602, -73.9849090576172)",US,NY,New York,,,2 Columbus Avenue,2 Columbus Avenue,CO,2124896757,7465-6649,Starbucks,59th & Columbus,-73.98490906,40.76944733
0101000020E610000013ACFDDFC97E52C01C8EF85FF8634440,152,-300,100238208,10023,9267,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7810173034668, -73.981071472168)",US,NY,New York,,,2140 Broadway,2140 Broadway,CO,212-580-1141,7874-82723,Starbucks,75th & Broadway,-73.98107147,40.7810173
0101000020E6100000ABC40280DF7E52C00680096073624440,153,-300,100237603,10023,11270,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7691459655762, -73.9823913574219)",US,NY,New York,,,1841 Broadway,1841 Broadway,CO,2123070162,7344-1271,Starbucks,60th and Broadway,-73.98239136,40.76914597
0101000020E6100000C9B8FB7F897E52C0D4E8FE7FD6634440,154,-300,100238403,10023,11532,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7799835205078, -73.9771423339844)",US,NY,New York,,,338 Columbus Avenue,338 Columbus Avenue,CO,646-505-1106,7709-53019,Starbucks,76th & Columbus,-73.97714233,40.77998352
0101000020E61000009996FD5F9A7E52C05BBB06E093634440,155,-300,100232904,10023,11600,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7779502868652, -73.9781723022461)",US,NY,New York,,,267-275 Columbus Ave,267-275 Columbus Ave,CO,(212) 579-7834,7317-1191,Starbucks,73rd & Columbus,-73.9781723,40.77795029
0101000020E61000009F2EFFDFE07E52C013ACFDDF89634440,156,-300,100233702,10023,15083,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.777645111084, -73.9824752807617)",US,NY,New York,,,2045 Broadway,2045 Broadway,CO,2124961551,7354-1272,Starbucks,70th & Broadway,-73.98247528,40.77764511
0101000020E61000004B32FEBFE27E52C03B520120BC624440,157,-300,100237005,10023,17786,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7713661193848, -73.9825897216797)",US,NY,New York,,,1889 Broadway,1889 Broadway,CO,2122451362,11738-106177,Starbucks,63rd & Broadway,-73.98258972,40.77136612
0101000020E61000006B9B0380BA7E52C0D6360700F5624440,158,-300,10023,10023,1013064,9/29/15 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7731018066406, -73.9801330566406)",US,NY,New York,,,47 W 66th St,47 W 66th St,LS,2124560388,25849-239047,Starbucks,ABC 77 West Cafe,-73.98013306,40.77310181
